Date,Open,High,Low,Close,Volume,Daily_Return,MA_10,MA_30,MA_50,EMA_10,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,Signal_Line,Future_Close,Predicted_Close,Signal,Strategy_Return,Cumulative_PnL
2023-11-23,176.4499969482422,179.1999969482422,174.5,178.64999389648438,289,,176.9199981689453,168.70166625976563,161.56299987792968,176.23623864699272,172.5099998474121,186.00832408828057,159.01167560654363,57.90010390289123,4.899785901387986,5.094823604155232,178.64999389648438,179.3876,1,,
2023-11-24,177.35000610351562,181.0,177.35000610351562,178.64999389648438,137,0.0,177.33499755859376,169.4933329264323,161.97099975585937,176.67510323780937,173.3949996948242,185.9930276317725,160.7969717578759,55.35134981766978,4.781916087493357,5.032242100822858,179.6999969482422,179.73381,1,0.0,1.0
2023-11-27,176.8000030517578,182.8999938964844,176.8000030517578,179.6999969482422,45,0.005877431220995266,177.43999786376952,170.34499969482422,162.39099975585938,177.22508391243352,174.42499923706055,185.3608132151451,163.489185258976,60.09019029967442,4.718834099682027,4.969560500594692,183.6499938964844,183.30867,1,0.005877431220995266,1.0058774312209953
2023-11-28,183.3500061035156,183.3500061035156,183.3000030517578,183.6499938964844,10,0.021981062967852516,178.15999755859374,171.2316660563151,162.71399963378906,178.3932493640791,175.24249877929688,186.3783203122949,164.10667724629886,60.40267517062885,4.930734474337129,4.96179529534318,182.1000061035156,182.84344,-1,0.021981062967852516,1.0279876863746058
2023-11-29,184.0,184.0,180.5500030517578,182.1000061035156,28,-0.00843990114065818,178.28999786376954,172.03333282470703,163.19199981689454,179.06720513488574,176.35749893188478,185.21569408334523,167.49930378042433,53.94737466520986,4.916916830262153,4.952819602326975,195.0,194.28822,1,0.00843990114065818,1.0366638008214215
2023-11-30,182.3500061035156,195.6999969482422,182.3500061035156,195.0,16,0.07084016180181418,180.179997253418,173.0683329264323,163.99499969482423,181.96407692854285,177.839998626709,188.6507441794249,167.02925307399303,70.33731636457871,5.879117142683498,5.138079110398279,193.8999938964844,193.62608,-1,0.07084016180181418,1.1101012322056947
2023-12-01,193.8999938964844,193.8999938964844,193.8999938964844,193.8999938964844,44,-0.0056410569411056155,182.4749969482422,174.02333272298176,164.84999969482422,184.1342436499868,178.989998626709,191.4585090647864,166.5214881886316,66.10349299158784,6.478229525722526,5.406109193463129,188.8999938964844,189.52153,-1,0.0056410569411056155,1.1163633764669585
2023-12-04,189.5500030517578,189.5500030517578,186.8500061035156,188.8999938964844,24,-0.025786488692048692,183.5749969482422,174.79166564941406,165.65199951171874,185.0007436948045,179.7499984741211,192.7043695528328,166.79562739540938,62.412763959668105,6.47493319305255,5.619873993381013,193.8500061035156,192.93022,1,0.025786488692048692,1.145150468050441
2023-12-05,188.5,190.3000030517578,188.5,193.8500061035156,41,0.026204406389466417,185.304997253418,175.64833272298176,166.51199951171876,186.6097004963883,180.90499877929688,194.5798273357455,167.23017022284824,62.8571497295059,6.793434952426964,5.854586185190204,185.25,185.77371,-1,0.026204406389466417,1.1751584562923223
2023-12-06,192.4499969482422,192.4499969482422,185.8500061035156,185.25,10,-0.04436422921195682,185.96499786376955,176.4133326212565,167.23199951171875,186.3624822243177,181.4499984741211,194.89168586436105,168.00831108388113,58.37145006257082,6.279514932825322,5.939571934717227,185.5,185.60605,1,0.04436422921195682,1.2272934554076442
