Date,Open,High,Low,Close,Volume,Daily_Return,MA_10,MA_30,MA_50,EMA_10,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,Signal_Line,Future_Close
2023-11-23,3.7695000171661377,3.7790000438690186,3.7695000171661377,3.7790000438690186,596,0.0033187435806121,3.7260499715805055,3.6531999905904136,3.6540199947357177,3.740732672795698,3.690724992752075,3.8182263134474894,3.56322367205666,60.60913096160768,0.0387099367351146,0.0238349476646202,3.796499967575073
2023-11-24,3.7695000171661377,3.796499967575073,3.7695000171661377,3.796499967575073,373,0.0046308344807897,3.747349977493286,3.660416658719381,3.65467999458313,3.750872180937403,3.698849987983704,3.8317283287693376,3.565971647198069,59.15787613888699,0.0410670971344813,0.0272813775585924,3.762500047683716
2023-11-27,3.7815001010894775,3.7815001010894775,3.755000114440918,3.762500047683716,435,-0.008955595991503,3.757349991798401,3.666266663869222,3.655099997520447,3.752986338527642,3.7044999957084657,3.838150404087899,3.5708495873290325,59.850895808355375,0.0397336297963897,0.0297718280061519,3.8010001182556152
2023-11-28,3.755000114440918,3.8010001182556152,3.755000114440918,3.8010001182556152,32871,0.0102325767665041,3.769200015068054,3.6737833340962727,3.656840000152588,3.7617161166600006,3.712475001811981,3.8492943676693208,3.5756556359546416,68.5622295089349,0.0413073162318666,0.0320789256512948,3.78600001335144
2023-11-29,3.808000087738037,3.822000026702881,3.7730000019073486,3.78600001335144,6653,-0.0039463573895017,3.776050019264221,3.680583333969116,3.657630000114441,3.7661313706038975,3.719525003433228,3.856235845471075,3.58281416139538,65.9282572020953,0.040872933233325,0.0338377271677009,3.828999996185303
2023-11-30,3.799999952316284,3.839999914169312,3.784499883651733,3.828999996185303,2571,0.0113576288119974,3.788500022888184,3.688499999046326,3.660879998207092,3.777562029800517,3.727625000476837,3.8702990957110095,3.5849509052426645,76.36948449384118,0.0434970143211197,0.0357695845983846,3.908999919891357
2023-12-01,3.837500095367432,3.910000085830689,3.829999923706055,3.908999919891357,2050,0.0208931636943732,3.805650019645691,3.700733327865601,3.665749998092652,3.801459827998852,3.7393499970436097,3.900931390255193,3.5777686038320264,76.42013570174247,0.0514389861320272,0.0389034649051132,3.820499897003174
2023-12-04,3.8959999084472656,3.8965001106262207,3.812000036239624,3.820499897003174,963,-0.0226400677160011,3.806450009346008,3.708983325958252,3.6691699981689454,3.80492165872691,3.7448999881744394,3.909756440470753,3.580043535878124,62.89718951458013,0.0500152985610937,0.0411258316363093,3.7725000381469727
2023-12-05,3.812000036239624,3.822999954223633,3.759000062942505,3.7725000381469727,971,-0.0125637639445698,3.802250003814698,3.7143999973932895,3.6721199989318847,3.799026818621467,3.75002498626709,3.911413886102233,3.588636086431947,55.018253375384354,0.0445008503439288,0.0418008353778332,3.7165000438690186
2023-12-06,3.7730000019073486,3.809000015258789,3.713000059127808,3.7165000438690186,551,-0.0148442660600901,3.797250008583069,3.7192166646321616,3.673909997940064,3.784021950484658,3.754449987411499,3.9063242481527696,3.6025757266702283,51.015235388896514,0.0352060454981204,0.0404818774018906,3.784499883651733
2023-12-07,3.7160000801086426,3.785500049591065,3.7160000801086426,3.784499883651733,721,0.0182967412834802,3.79779999256134,3.726416659355164,3.67570999622345,3.7841088474241262,3.761924982070923,3.9034056418610255,3.6204443222808194,53.75398856047718,0.0329470711372268,0.0389749161489579,3.819999933242798
2023-12-08,3.78600001335144,3.8510000705718994,3.78600001335144,3.819999933242798,421,0.0093803806797347,3.800149989128113,3.73261665503184,3.677589993476868,3.7906344993911576,3.7737499833107,3.889663082492481,3.657836884128918,50.63938057504211,0.0336336670197199,0.0379066663231103,3.7799999713897705
2023-12-11,3.783999919891357,3.7885000705718994,3.767499923706055,3.7799999713897705,723,-0.0104711943853547,3.8018999814987184,3.7369666576385496,3.680549993515015,3.7887009488454506,3.77962498664856,3.88303265228098,3.676217321016139,47.23777956448603,0.0305974284662209,0.0364448187517324,3.78600001335144
2023-12-12,3.7804999351501465,3.796999931335449,3.7715001106262207,3.78600001335144,808,0.0015873127002865,3.800399971008301,3.741783324877421,3.683959994316101,3.788209869664721,3.7847999930381775,3.877552274452609,3.692047711623746,51.6738219558845,0.0283485562692114,0.0348255662552282,3.78600001335144
