Date,Open,High,Low,Close,Volume,Daily_Return,MA_10,MA_30,MA_50,EMA_10,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,Signal_Line
2014-01-06,3.384000062942505,3.4119999408721924,3.384000062942505,3.4119999408721924,358,,,,,3.4119999408721924,,,,,0.0,0.0
2014-01-07,3.4100000858306885,3.4140000343322754,3.3970000743865967,3.4110000133514404,296,-0.00029306199826495405,,,,3.411818135868419,,,,,-7.976629795214407e-05,-1.5953259590428815e-05
2014-01-08,3.408499956130981,3.424999952316284,3.38949990272522,3.3935000896453857,185,-0.005130437888465567,,,,3.4084875820096854,,,,,-0.001537357552979124,-0.00032023411826816785
2014-01-09,3.380000114440918,3.380000114440918,3.344500064849853,3.3540000915527344,351,-0.011639898938909155,,,,3.3985807655629667,,,,,-0.005812822258149719,-0.001418751746244478
2014-01-10,3.368000030517578,3.3980000019073486,3.367500066757202,3.38700008392334,301,0.009838995667805106,,,,3.396475187083034,,,,,-0.006463824305193544,-0.0024277662580342915
2014-01-13,3.4100000858306885,3.4100000858306885,3.369999885559082,3.400000095367432,249,0.0038382081848176153,,,,3.397116079498379,,,,,-0.005863168878645464,-0.0031148467821565263
2014-01-14,3.3929998874664307,3.3945000171661377,3.375,3.388000011444092,236,-0.0035294363490432357,,,,3.3954586125794175,,,,,-0.006283024810378013,-0.0037484823878008236
2014-01-15,3.380500078201294,3.4089999198913574,3.3605000972747803,3.406500101089477,213,0.005460475083499228,,,,3.3974661559448824,,,,,-0.005064579716116402,-0.00401170185346394
2014-01-16,3.4059998989105225,3.4059998989105225,3.375999927520752,3.3910000324249268,275,-0.004550144783378451,,,,3.396290497123072,,,,,-0.005288714197087874,-0.004267104322188727
2014-01-17,3.384999990463257,3.407000064849853,3.371500015258789,3.378499984741211,390,-0.0036862422778500825,3.392150044441223,,,3.393055858508188,,,,,-0.0064012026888908835,-0.004693923995529158
2014-01-21,3.369999885559082,3.3914999961853027,3.3499999046325684,3.3914999961853027,414,0.0038478648816946404,3.390100049972534,,,3.3927729744494814,,,,,-0.00616282435286708,-0.004987704066996742
