Open,High,Low,Close,Volume,Daily_Return,MA_10,MA_30,MA_50,EMA_10,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,Signal_Line,Actual_Close,Predicted_Close,Signal
78.47000122070312,79.63999938964844,77.66999816894531,77.81999969482422,12697,-0.0082834397319648,80.05599975585938,88.74900029500326,98.87980010986328,80.39696234163002,85.2770004272461,97.60044823245688,72.95355262203532,23.985675917636527,-5.796981043488387,-5.62942412600548,75.11000061035156,77.75319,0
77.80999755859375,78.0999984741211,74.81999969482422,75.11000061035156,18100,-0.0348239410832701,79.0879997253418,87.74466705322266,98.01560012817384,79.43569657230665,84.6770004272461,97.76920769715971,71.58479315733247,17.722464340775062,-5.859704065100729,-5.67548011382453,72.11000061035156,75.25797,0
74.73999786376953,75.37000274658203,72.11000061035156,72.11000061035156,16486,-0.039941418927196,77.98399963378907,86.77366714477539,97.11540008544922,78.10375185195119,83.62150039672852,97.20820441394731,70.03479637950971,18.416918363972982,-6.081385018613503,-5.756661094782325,72.0,72.738815,0
72.11000061035156,73.22000122070312,70.20999908447266,72.0,22708,-0.0015254556846553,76.875,85.92233378092448,96.16040008544924,76.99397878796006,82.6145004272461,96.52440955217308,68.70459130231913,16.279998779296875,-6.194538121836885,-5.844236500193238,75.0,71.80651,1
72.1500015258789,75.0,72.0,75.0,13666,0.0416666666666667,76.14599990844727,85.3043337504069,95.30260009765624,76.63143719014914,81.55750045776367,94.3040416374643,68.81095927806304,29.38487286877948,-5.973281571691828,-5.870045514492956,79.0,74.12501,0
78.4000015258789,79.0,76.5199966430664,79.0,31098,0.0533333333333332,76.21699981689453,84.69600041707356,94.55740005493163,77.06208497375839,80.946000289917,92.88671197962134,69.00528860021265,39.63479976322381,-5.412772518766857,-5.778590915347737,83.0,78.60305,0
79.9000015258789,83.0,77.69000244140625,83.0,35910,0.0506329113924051,76.77699966430664,84.23500035603841,93.86600006103517,78.14170588762049,80.55100021362304,91.59420819878746,69.50779222845863,49.75239101791838,-4.592854912985004,-5.54144371487519,86.93000030517578,82.001205,0
83.44999694824219,87.87000274658203,81.25,86.93000030517578,36848,0.047349401267178,77.55699996948242,83.98300043741862,93.26100006103516,79.73957759990327,80.28600006103515,90.36110882102,70.21089130105031,55.62061535898248,-3.5846247996320955,-5.150079931826571,87.48999786376953,84.58175,0
86.2300033569336,88.25,84.8499984741211,87.48999786376953,33512,0.006441936691911,78.69300003051758,83.88866704305013,92.56839996337892,81.14874492060622,80.24899978637696,90.20601417789536,70.29198539485856,57.66509025493246,-2.709178326665693,-4.661899610794396,87.68000030517578,86.630325,0
87.45999908447266,89.30999755859375,86.25,87.68000030517578,21385,0.0021717047210596,79.61399993896484,83.81000035603842,91.8816000366211,82.33624589961886,80.18999977111817,89.94409157162272,70.43590797061361,65.59282497393946,-1.977256498369968,-4.12497098830951,86.5,86.75657,-1
87.68000030517578,88.75,84.19000244140625,86.5,24710,-0.0134580326308019,80.48199996948242,83.67866694132486,91.26220001220705,83.09329209968816,80.2689998626709,90.2082294770606,70.32977024828118,64.96710200223913,-1.4754117113902652,-3.595059132925661,86.37999725341797,85.82679,1
86.48999786376953,87.44000244140625,84.93000030517578,86.37999725341797,18529,-0.0013873149893876,81.60899963378907,83.65433349609376,90.62399993896484,83.69087485491175,80.34849967956544,90.4638636007757,70.23313575835517,62.5911737551026,-1.0749875337244958,-3.0910448130854284,88.19999694824219,86.28566,0
86.5199966430664,88.75,86.37999725341797,88.19999694824219,19789,0.0210696891953443,83.21799926757812,83.48700002034505,90.12219985961914,84.51071523551728,80.60099945068359,91.248907706396,69.95309119497117,71.8580153798158,-0.6038291563795894,-2.5936016817442606,85.27999877929688,87.505775,-1
88.19999694824219,88.4000015258789,85.12000274658203,85.27999877929688,15438,-0.0331065563489626,84.5459991455078,83.25833333333334,89.65999984741211,84.65058497074992,80.7104995727539,91.51014271727536,69.91085642823244,62.07874595390428,-0.4607410604681803,-2.167029557489045,88.73999786376953,85.42062,1
85.3499984741211,89.27999877929688,85.2300033569336,88.73999786376953,14469,0.0405722224906108,85.91999893188476,83.01166661580403,89.26899978637695,85.39411458766256,81.03299942016602,92.40148108071637,69.66451775961569,67.61290027249244,-0.0673730690643594,-1.7470982598041076,88.44000244140625,87.90965,0
88.80000305175781,91.8499984741211,87.80999755859375,88.44000244140625,9021,-0.003380611106435,86.86399917602539,82.91866658528646,88.91579986572266,85.94791237925232,81.54049949645996,93.29312347156686,69.78787552135306,73.31235316282341,0.2176577516938636,-1.3541470575045134,87.04000091552734,88.58477,-1
88.06999969482422,88.81999969482422,85.63999938964844,87.04000091552734,6717,-0.0158299580193526,87.26799926757812,82.78999989827474,88.49019989013672,86.14647393130231,82.02249946594239,93.85060268113148,70.1943962507533,77.65839475151888,0.3268110336799736,-1.017955439267616,85.16000366210938,86.61999,0
87.04000091552734,87.12999725341797,84.18000030517578,85.16000366210938,8735,-0.0215992329232913,87.09099960327148,82.5543332417806,88.00300003051758,85.96711570053996,82.32399978637696,94.1490707139097,70.49892885884422,72.8790093457448,0.258634353667901,-0.7626374806805126,81.16000366210938,85.052216,0
84.98999786376953,84.98999786376953,81.16000366210938,81.16000366210938,7984,-0.0469704066227012,86.45800018310547,82.31866658528646,87.42200012207032,85.09309532991621,82.57550010681152,94.05479595878174,71.0962042548413,60.349470428656176,-0.1168161432494656,-0.6334732131943033,83.22000122070312,81.866554,1
