Commodity,MAE,RMSE
crude_oil,1.3246852410235528,1.654896081981047
wheat,10.490728680937933,13.758543191991913
cotton,1.1010128035316606,1.4555395177175159
silver,1.1004727071501672,1.8315567380933744
natural_gas,0.12113615727512599,0.1850629375786402
copper,0.06205726197724853,0.08453221589592479
sugar,1.0825270761862893,1.7080470994297041
gold,208.19451994385668,326.2075742628241
corn,6.642965957247463,9.943803776980152
coffee,7.412513873673893,16.691697152903068
