Open,High,Low,Close,Volume,Daily_Return,MA_10,MA_30,MA_50,EMA_10,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,Signal_Line,Actual_Close,Predicted_Close,Signal
184.8999938964844,185.75,179.0500030517578,179.75,25195,-0.0325619104003592,191.96999969482425,211.3000005086263,218.9119998168945,192.79480959671284,205.375,234.8251629439505,175.92483705604943,2.0228005853504243,-10.087270610874585,-7.799569483210286,178.85000610351562,179.13295,0
181.0,183.6000061035156,178.10000610351562,178.85000610351562,19567,-0.00500692014734,189.6400009155273,209.956667582194,218.14,190.25939077976787,203.0325004577637,233.1216878177468,172.94331309778056,0.9987739635266736,-10.619244445639056,-8.36350447569604,169.8000030517578,175.57764,0
178.85000610351562,179.64999389648438,167.75,169.8000030517578,30554,-0.0506010776791352,186.9500015258789,208.34833424886068,217.24200012207032,186.53950210194787,200.44500045776368,232.6550153679593,168.23498554756804,0.8256120835720964,-11.636953597282655,-9.018194300013365,177.6999969482422,168.99304,1
171.6999969482422,178.5500030517578,171.5500030517578,177.6999969482422,26373,0.046525287128978,185.1650009155273,206.80333404541017,216.4770001220703,184.93231934672863,198.5425003051758,231.4338879941157,165.65111261623585,14.119739637863518,-11.671490273098328,-9.548853494630356,174.60000610351562,177.70613,-1
177.85000610351562,180.6000061035156,173.8000030517578,174.60000610351562,21709,-0.0174450810239995,183.11500091552733,205.02000071207684,215.48300018310547,183.0537169388717,196.30750045776367,229.33450917059628,163.28049174493106,15.505391041425456,-11.81283320303922,-10.00164943631213,182.1499938964844,173.81786,1
175.1999969482422,183.3999938964844,175.1999969482422,182.1499938964844,19829,0.0432416238776796,182.1,203.71500040690103,214.51300018310548,182.8894036584377,194.18250045776367,224.92094288711448,163.44405802841283,30.35362044259516,-11.186674555513491,-10.238654460152402,172.1999969482422,182.84048,-1
181.1499938964844,181.25,170.0,172.1999969482422,23035,-0.0546252938877219,180.21499938964843,202.00333353678383,213.09800018310543,180.94587516567483,191.9075004577637,222.04644736610584,161.76855354942148,27.88807202593888,-11.36234289813214,-10.463392147748351,175.75,172.54361,1
174.39999389648438,177.89999389648438,173.4499969482422,175.75,15422,0.0206155813860138,178.7,200.51333363850912,211.74500030517572,180.0011705900976,189.79000015258788,218.0743938101096,161.50560649506616,32.871961539385524,-11.08729827470873,-10.588173373140428,170.5500030517578,179.69699,-1
175.6999969482422,177.5500030517578,166.4499969482422,170.5500030517578,27609,-0.029587464854863,176.71500091552736,198.73833363850912,210.3160003662109,178.2827764922176,187.44500045776368,213.78350333674763,161.10649757877974,30.375688383921585,-11.160271066761451,-10.702592911864633,166.4499969482422,170.1958,0
171.5,172.5500030517578,163.8000030517578,166.4499969482422,27557,-0.0240399063626599,174.78000030517578,196.8083333333333,208.83500030517573,176.1313620296766,184.875,208.6253783595043,161.1246216404957,29.7572310198276,-11.417326919883692,-10.845539713468444,165.14999389648438,168.06238,0
164.89999389648438,168.4499969482422,163.64999389648438,165.14999389648438,22941,-0.0078101716767351,173.31999969482422,194.68999989827475,207.3550003051758,174.13474964182348,182.6449996948242,204.8887898707489,160.40120951889952,29.73394537256175,-11.59231591526344,-10.994894953827444,171.0,168.13333,1
165.3000030517578,171.6999969482422,162.89999389648438,171.0,23681,0.0354223815907761,172.53499908447264,192.86666666666667,205.9930001831055,173.56479516149193,181.0875,201.89680748084297,160.27819251915705,35.70402235851853,-11.130642237684896,-11.022044410598935,170.10000610351562,169.68568,0
170.25,173.6999969482422,168.6999969482422,170.10000610351562,18694,-0.005263122201663,172.56499938964845,191.15166676839192,204.66800018310548,172.93483351458713,179.75750045776368,199.74948071945173,159.76552019607564,35.500002397810746,-10.713881550553054,-10.96041183858976,166.1999969482422,169.66658,-1
168.6999969482422,168.6999969482422,163.39999389648438,166.1999969482422,11888,-0.0229277425945537,171.41499938964844,189.5,203.33900024414064,171.71031777525167,178.29000015258788,197.701381380258,158.87861892491776,35.85857896391704,-10.57637596988124,-10.883604664848058,156.75,167.19473,0
166.14999389648438,167.6999969482422,154.10000610351562,156.75,12892,-0.0568591884582591,169.62999877929687,187.4149998982748,201.79600036621093,168.99025999793318,176.37249984741212,196.3602188854641,156.38478080936017,34.181564103931066,-11.101961086651926,-10.927275949208832,155.4499969482422,160.1314,0
158.89999389648438,159.5500030517578,154.3000030517578,155.4499969482422,7028,-0.0082934803939892,166.95999908447266,185.1083333333333,200.3670004272461,166.52839398889844,174.52999954223634,195.1204263182349,153.93957276623777,33.99451977704216,-11.490930169884225,-11.04000679334391,152.6999969482422,156.4755,0
154.89999389648438,156.14999389648438,150.60000610351562,152.6999969482422,6069,-0.0176905760951261,165.00999908447267,182.94166666666663,198.90400024414063,164.0141399815064,172.61249923706055,193.8576314561264,151.36736701799475,37.20059189493181,-11.884100475323976,-11.208825529739924,151.3000030517578,153.5097,0
153.64999389648438,157.0500030517578,150.75,151.3000030517578,4246,-0.009168264076383,162.56499938964845,180.71499989827475,197.3000003051758,161.7024787215521,170.63249969482422,192.08168750063007,149.18331188901828,28.10945336579097,-12.16838896876041,-11.400738217544022,157.5,154.69337,1
151.5,159.0,150.4499969482422,157.5,303,0.0409781680316374,161.25999908447267,178.71666666666667,195.89500030517576,160.93839168126988,168.9875,189.0553303160159,148.91966968398413,36.51418947181962,-11.757864368387771,-11.472163447712772,161.8000030517578,157.67403,0
