Commodity,Test MAE,Test RMSE
crude_oil,3.2581858898880736,4.405338314591503
wheat,98.99958401500518,163.17839558469848
cotton,11.638415769457378,19.193115475818214
silver,0.4509558016623675,0.5687147210141748
natural_gas,0.7702592041659619,1.3261047996507775
copper,0.08558650298312141,0.1091481397928651
sugar,1.1380111476152146,1.8499405163432203
gold,23.436753588551277,30.609119654275553
corn,26.391267674246908,38.887196222274376
coffee,13.01330206051084,18.200134127580185
