Date,Open,High,Low,Close,Volume,Daily_Return,MA_10,MA_30,MA_50,EMA_10,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,Signal_Line
2014-01-06,116.5,121.4499969482422,115.6999969482422,121.0,21470,,,,,121.0,,,,,0.0,0.0
2014-01-07,121.5,122.5999984741211,116.6500015258789,117.25,26109,-0.030991735537190035,,,,120.31818181818181,,,,,-0.29914529914529453,-0.05982905982905891
2014-01-08,117.5500030517578,121.5,117.5500030517578,120.9000015258789,20470,0.031130076979777543,,,,120.42396721958127,,,,,-0.23894112063750583,-0.0956514719907483
2014-01-09,120.9000015258789,121.5,118.3000030517578,119.3499984741211,18583,-0.01282053790070492,,,,120.22870017495214,,,,,-0.31269659607065137,-0.13906049680672894
2014-01-10,118.5500030517578,120.9000015258789,117.8499984741211,120.6500015258789,15400,0.010892359182054667,,,,120.30530042057518,,,,,-0.2632147838501737,-0.1638913542154179
2014-01-13,120.3499984741211,121.0500030517578,118.75,119.8499984741211,15589,-0.00663077531404932,,,,120.2225182484926,,,,,-0.2852652908393054,-0.1881661415401954
2014-01-14,119.75,120.5,118.1500015258789,119.1999969482422,14366,-0.005423458774755363,,,,120.0366052848107,,,,,-0.3511424161477237,-0.22076139646170106
2014-01-15,118.8000030517578,119.1999969482422,115.9499969482422,117.1999969482422,14080,-0.016778523919496524,,,,119.52085831452551,,,,,-0.5582980850800112,-0.28826873418536314
2014-01-16,117.5,119.75,117.3499984741211,118.3499984741211,10216,0.009812299964365723,,,,119.30797470717926,,,,,-0.6224991502978128,-0.3551148174078531
2014-01-17,118.0,118.0999984741211,116.3000030517578,117.1500015258789,8508,-0.010139391328379155,119.08999938964844,,,118.91561594694282,,,,,-0.7614313750399333,-0.4363781289342692
2014-01-21,117.1500015258789,118.5500030517578,114.6999969482422,116.1999969482422,15711,-0.008109300599768665,118.60999908447266,,,118.42186703808815,,,,,-0.9373879689936473,-0.5365800969461448
2014-01-22,115.9000015258789,116.0,114.25,114.8499984741211,13430,-0.011617887345749423,118.36999893188477,,,117.77243639009414,,,,,-1.1722554012918778,-0.6637151578152914
2014-01-23,114.9499969482422,116.5999984741211,114.5999984741211,115.1999969482422,12934,0.0030474399544722086,117.7999984741211,,,117.30472012793925,,,,,-1.3149892047148342,-0.7939699671952001
2014-01-24,115.0999984741211,115.0999984741211,113.6500015258789,114.4000015258789,12690,-0.006944404891978673,117.30499877929688,,,116.77658947301919,,,,33.07693361059977,-1.4756493498676093,-0.930305843729682
2014-01-27,114.1999969482422,117.75,113.1500015258789,113.8499984741211,21549,-0.0048077189197711645,116.6249984741211,,,116.24448201867406,,,,32.16958175338995,-1.628581053476637,-1.069960885679073
2014-01-28,113.5,114.8499984741211,113.3000030517578,114.6500015258789,14787,0.007026816534737579,116.10499877929688,,,115.95457647452949,,,,42.397671385733396,-1.6660221042725283,-1.189173129397764
2014-01-29,114.6999969482422,117.6999969482422,113.6999969482422,117.0999984741211,17749,0.02136935818260044,115.89499893188477,,,116.16283501990978,,,,38.05031174935678,-1.4809289019961653,-1.2475242839174445
2014-01-30,117.3000030517578,120.5500030517578,117.1500015258789,120.0,20314,0.024765171337895353,116.17499923706055,,,116.86050137992618,,,,51.8840615605621,-1.0876970246212352,-1.2155588320582027
2014-01-31,120.1999969482422,125.9499969482422,120.0,125.1999969482422,31250,0.04333330790201839,116.85999908447266,,,118.37677330143818,,,,60.75648958416378,-0.35239939234952544,-1.0429269441164672
2014-02-03,125.0,136.39999389648438,125.0,135.9499969482422,41466,0.0858626219012133,118.73999862670898,,,121.57190487358436,118.91499900817871,128.73099471611206,109.09900330024537,75.88424318978377,1.0852543012234577,-0.6172906950484823
2014-02-04,135.9499969482422,137.9499969482422,133.0500030517578,136.25,45637,0.0022067161345507014,120.74499893188477,,,124.24064944202357,119.67749900817871,132.1776659208061,107.17733209555132,77.72358219798014,2.2231854521547803,-0.049195465607829836
2014-02-05,136.25,143.6999969482422,134.25,143.10000610351562,36640,0.050275274154243155,123.56999969482422,,,127.66962338047666,120.96999931335449,137.20198377176348,104.7380148549455,86.37641111628307,3.6358307387528725,0.6878097752643106
2014-02-06,142.60000610351562,144.14999389648438,134.8000030517578,135.75,38066,-0.051362723899527896,125.625,,,129.13878276584452,121.71249923706054,139.23802747625655,104.18697099786455,70.81339363595494,4.114844869695972,1.373216794150643
2014-02-07,135.10000610351562,142.75,132.0500030517578,135.6999969482422,36565,-0.0003683466059507534,127.75499954223633,,,130.33173079900772,122.52999916076661,141.08652574794883,103.9734725735844,72.81671311555252,4.439259174771053,1.9864252702747252
2014-02-10,133.9499969482422,138.1999969482422,132.89999389648438,136.1999969482422,34704,0.003684598461639599,129.98999938964843,,,131.3986882806867,123.30749893188477,142.81124516139522,103.80375270237431,74.87561433688052,4.682726118350985,2.525685439889977
2014-02-11,136.64999389648438,138.5,135.5,137.14999389648438,23275,0.006975014460559814,132.239998626709,,,132.44438021083172,124.17249870300293,144.5457392587612,103.79925814724466,78.01506210766374,4.895895404852013,2.999727432882384
2014-02-12,136.60000610351562,141.64999389648438,135.5,141.0500030517578,46072,0.02843608697654787,134.63499908447267,,,134.00903890918192,125.2649990081787,146.82436948054848,103.70562853580893,79.81544794115564,5.318226540225325,3.4634272543509725
2014-02-13,141.5500030517578,142.75,136.35000610351562,139.6999969482422,25005,-0.009571117152122555,136.60499877929686,,,135.04375855264743,126.3899990081787,148.51806201630953,104.2619360000479,78.81546350275849,5.480813392556712,3.866904481992121
2014-02-14,137.89999389648438,140.60000610351562,137.1999969482422,139.89999389648438,0,0.0014316174131077108,138.0749984741211,,,135.92671043334505,127.46749877929688,150.04136027064538,104.89363728794837,79.9081284799785,5.561691014698255,4.205861788533348
